5.0;100.0
5.0;100.0
5.0;100.0
5.0;100.0
5.0;100.0
5.0;100.0
5.0;100.0
5.0;100.0
5.0;100.0
5.0;100.0
5.0;100.0
5.0002985;99.99403
5.0002985;99.99403
5.000414;99.99172
5.0004134;99.99174
5.000378;99.99245
5.000842;99.98315
5.001669;99.96663
5.0016274;99.96746
5.001733;99.96534
5.001884;99.962326
5.0009685;99.980606
5.0014663;99.970665
5.001472;99.97058
5.0021663;99.956726
5.002128;99.95746
5.0023255;99.953514
5.0022573;99.95486
5.002017;99.959656
5.0022044;99.95595
5.0025353;99.949326
5.002302;99.954
5.00247;99.95071
5.0027876;99.94437
5.0035057;99.92991
5.0023193;99.95367
5.002522;99.9496
5.002623;99.947586
5.003161;99.93681
5.0036297;99.92747
5.003307;99.93392
5.0028315;99.94342
5.002968;99.94065
5.0030346;99.93934
5.0034747;99.93048
5.004044;99.91915
5.0034704;99.930626
5.003445;99.93111
5.0032234;99.93555
5.00305;99.9391
5.003421;99.93167
5.0036573;99.92691
5.0040326;99.919395
5.0040903;99.918205
5.003497;99.930115
5.005025;99.89957
5.004503;99.90995
5.004664;99.906746
5.004967;99.900665
5.004721;99.90565
5.005272;99.89462
5.006184;99.87648
5.0064254;99.87161
5.006503;99.870026
5.0061407;99.87725
5.0047364;99.9054
5.0054765;99.8906
5.005213;99.895935
5.0051475;99.89722
5.0051217;99.89766
5.0063357;99.873405
5.0062666;99.87472
5.0064063;99.871956
5.005473;99.89062
5.006761;99.86483
5.0073853;99.852325
5.0081162;99.837746
5.008008;99.83989
5.0073757;99.85264
5.007555;99.84904
5.007361;99.85287
5.007387;99.852325
5.007841;99.84325
5.0084114;99.83185
5.0073123;99.853806
5.007399;99.85207
5.0079393;99.841225
5.008054;99.8389
5.008551;99.82898
5.0082283;99.83544
5.0084333;99.83138
5.0097437;99.80517
5.0099144;99.801704
5.010467;99.79065
5.011043;99.779175
5.011155;99.77687
5.0097985;99.803955
5.0095887;99.80814
5.0092196;99.81559
5.0091114;99.81782
5.0092797;99.81449
5.0085626;99.82876
5.007681;99.846344
5.0071816;99.856346
5.006494;99.87013
5.007357;99.85288
5.007159;99.856804
5.0087876;99.824196
5.009022;99.819466
5.008297;99.83395
5.00848;99.83029
5.008197;99.835976
5.0082192;99.835556
5.0078607;99.84267
5.009298;99.81396
5.0086665;99.826614
5.009678;99.80639
5.008372;99.83252
5.0091605;99.81675
5.008301;99.83399
5.0092306;99.81541
5.0102234;99.7955
5.009364;99.81262
5.009662;99.806725
5.009552;99.80891
5.010054;99.79894
5.00915;99.81705
5.0092034;99.816055
5.0101414;99.79729
5.0107346;99.785416
5.011348;99.77312
5.010457;99.790924
5.0093465;99.813126
5.010952;99.78097
5.009937;99.80122
5.010527;99.78939
5.0107207;99.785484
5.0117674;99.764565
5.012209;99.75576
5.0114346;99.77126
5.011827;99.7635
5.0120554;99.758934
5.012685;99.74635
5.0117664;99.76478
5.0109787;99.780495
5.0105367;99.78932
5.0109305;99.78145
5.01158;99.768456
5.0110097;99.77997
5.0110707;99.77876
5.0104656;99.79088
5.01075;99.78516
5.009955;99.80102
5.011347;99.77318
5.010255;99.79512
5.0102625;99.79493
5.01029;99.79441
5.0099163;99.80185
5.009887;99.802444
5.009755;99.80507
5.0083437;99.83331
5.0083466;99.83324
5.009311;99.81401
5.009277;99.81465
5.0092354;99.815445
5.00911;99.817955
5.0078163;99.84381
5.010094;99.79829
5.010352;99.79322
5.0119867;99.76053
5.0111;99.77819
5.0116625;99.766945
5.010983;99.78049
5.0115614;99.76893
5.0129867;99.74033
5.0117683;99.764694
5.0126495;99.74714
5.013252;99.735085
5.011793;99.76429
5.0118866;99.76239
5.012265;99.75478
5.0113897;99.77239
5.0129313;99.741554
5.012447;99.75122
5.0116324;99.76752
5.0121164;99.75783
5.0124674;99.75074
5.012312;99.75389
5.012572;99.74872
5.012054;99.75914
5.012615;99.74792
5.0129056;99.74208
5.0130615;99.738914
5.01287;99.74274
5.0134077;99.73205
5.0133605;99.73301
5.0127854;99.74453
5.013345;99.73329
5.0137053;99.72606
5.014731;99.70559
5.013376;99.7326
